recruit_name,recruit_year,committed_to,recruit_id,sports_ref_id,roster_name,roster_school,roster_year,pos,recruit_pos,name_score,team_match,year_diff,match_strategy
Miles Scott,2020,Uncommitted,202003455,miles-scott-1,Miles Scott,Illinois,2021,WR,wr,100,0,1,Final_StandardName
Mason White,2020,Uncommitted,202003467,mason-white-2,Mason White,Texas Christian,2023,CB,cb,100,0,3,Final_StandardName
Jaylon Tillman,2020,Grand Valley State,202003472,jaylon-tillman-1,Jaylon Tillman,Bowling Green,2023,WR,wr,100,0,3,Final_StandardName
Donnovan Moorer,2020,Uncommitted,202003601,donovan-moorer-1,Donovan Moorer,Texas State,2021,WR,wr,96,0,1,Final_StandardName
Jacob Greenwood,2020,Uncommitted,202003618,jacob-greenwood-2,Jacob Greenwood,Navy,2022,DT,dt,100,0,2,Final_StandardName
Dominic Morris,2020,Furman,202003634,dominic-morris-1,Dominic Morris,Colorado State,2023,CB,cb,100,0,3,Final_StandardName
Quali Conley,2020,Utah Tech,202003675,quali-conley-1,Quali Conley,San Jose State,2023,RB,rb,100,0,3,Final_StandardName
Landry Kinne,2020,Uncommitted,202003719,landry-kinne-1,Landry Kinne,Baylor,2022,WR,ath,100,0,2,Final_StandardName
Tarik Williams,2020,Uncommitted,202003727,tarik-williams-1,Tarik Williams,Western Michigan,2020,WR,ath,100,0,0,Final_StandardName
Cole Mitchell,2020,Uncommitted,202003809,cole-mitchell-1,Cole Mitchell,Pitt,2021,TE,te,100,0,1,Final_StandardName
Tyler Bowen,2020,Uncommitted,202003823,tyler-brown-7,Tyler Brown,Clemson,2023,WR,wr,90,0,3,Final_StandardName
Blackmon Huckabee,2020,Furman,202003837,blackmon-huckabee-jr-1,Blackmon Huckabee Jr.,Clemson,2021,WR,wr,91,0,1,Final_StandardName
Zach Westmoreland,2020,Uncommitted,202003875,zach-westmoreland-1,Zach Westmoreland,Eastern Michigan,2021,WR,wr,100,0,1,Final_StandardName
Sam Robertson,2020,North Dakota,202003919,sam-robertson-2,Sam Robertson,Northern Illinois,2022,DB,cb,100,0,2,Final_StandardName
Dominic Gonnella,2020,North Dakota State,202003930,dominic-gonnella-1,Dominic Gonnella,South Florida,2023,RB,rb,100,0,3,Final_StandardName
Quay Davis,2021,Jackson State,202100144,qua-davis-1,Qua Davis,Ole Miss,2021,WR,wr,94,0,0,Final_StandardName
KaTron Evans,2021,Jackson State,202100200,katron-evans-1,Katron Evans,Charlotte,2023,DL,dl,100,0,2,Final_StandardName
Shedeur Sanders,2021,Jackson State,202100247,shedeur-sanders-1,Shedeur Sanders,Colorado,2023,QB,qb,100,0,2,Final_StandardName
Jayden Williams,2021,Northern Iowa,202100858,jayden-williams-4,Jayden Williams,Wyoming,2023,DL,ath,100,0,2,Final_StandardName
Bryce Phillips,2021,Uncommitted,202100987,bryce-phillips-1,Bryce Phillips,San Diego State,2024,CB,cb,100,0,3,Final_StandardName
Dylan Flowers,2021,Southern Utah,202101000,dylan-flowers-1,Dylan Flowers,BYU,2023,CB,cb,100,0,2,Final_StandardName
Tonga Lolohea,2021,Lamar,202101338,tonga-lolohea-1,Tonga Lolohea,Baylor,2024,DL,dl,100,0,3,Final_StandardName
Keenan Landry,2021,Uncommitted,202101389,keenan-landry-1,Keenan Landry,Florida,2022,DL,dl,100,0,1,Final_StandardName
Joshua Rudolph,2021,Austin Peay,202101422,joshua-rudolph-1,Joshua Rudolph,Indiana,2023,LB,lb,100,0,2,Final_StandardName
Caleb Anderson,2021,Uncommitted,202101696,caleb-anderson-2,Caleb Anderson,Akron,2022,WR,wr,100,0,1,Final_StandardName
Donald Lee,2021,Grambling State,202101728,donald-lee-2,Donald Lee,UAB,2024,CB,cb,100,0,3,Final_StandardName
Jeremiah Brown,2021,Jackson State,202101739,jeremiah-brown-3,Jeremiah Brown,Colorado,2023,LB,lb,100,0,2,Final_StandardName
Jamarian Samuel,2021,Uncommitted,202101751,jamarian-samuel-1,Jamarian Samuel,Georgia Southern,2023,RB,rb,100,0,2,Final_StandardName
Jamarion McDougle,2021,Uncommitted,202101841,jamarion-mcdougle-1,Jamarion McDougle,Ball State,2024,WR,wr,100,0,3,Final_StandardName
Tre Shackelford,2021,Austin Peay,202101842,tre-shackelford-1,Tre Shackelford,Washington State,2024,WR,wr,100,0,3,Final_StandardName
Jevon Jackson,2021,Austin Peay,202101893,jevon-jackson-1,Jevon Jackson,UTEP,2024,RB,rb,100,0,3,Final_StandardName
Carl Chester,2021,Uncommitted,202102000,carl-chester-1,Carl Chester,Tulsa,2022,WR,wr,100,0,1,Final_StandardName
Josh Baka,2021,Uncommitted,202102059,josh-baka-1,Josh Baka,Kent State,2022,DB,cb,100,0,1,Final_StandardName
Jalik Thomas,2021,Uncommitted,202102125,jalik-thomas-1,Jalik Thomas,Appalachian State,2023,DB,ath,100,0,2,Final_StandardName
Antonio Robinson,2021,Uncommitted,202102194,antonio-robinson-2,Antonio Robinson,Marshall,2022,WR,wr,100,0,1,Final_StandardName
Mason Woods,2021,Towson,202102340,mason-woods-2,Mason Woods,Kent State,2024,LB,lb,100,0,3,Final_StandardName
Angelo Rankin Jr.,2021,Richmond,202102357,angelo-rankin-jr-1,Angelo Rankin Jr.,Old Dominion,2024,DB,ath,100,0,3,Final_StandardName
MarQeese Dietz,2021,Uncommitted,202102497,marqeese-dietz-1,Marqeese Dietz,Old Dominion,2021,WR,wr,100,0,0,Final_StandardName
Jayon Carter,2021,Uncommitted,202102500,javon-carter-1,Javon Carter,Tulane,2024,DL,ath,91,0,3,Final_StandardName
Sam Graham,2021,Uncommitted,202102513,sam-graham-1,Sam Graham,Arkansas State,2022,S,s,100,0,1,Final_StandardName
Roscoe Burton,2021,Uncommitted,202102558,roscoe-burton-1,Roscoe Burton,New Mexico State,2024,RB,rb,100,0,3,Final_StandardName
Donovan Jones,2021,Gardner-Webb,202102581,donovan-jones-3,Donovan Jones,Western Kentucky,2024,RB,rb,100,0,3,Final_StandardName
Travis Hunter,2022,Jackson State,202200001,travis-hunter-2,Travis Hunter,Colorado,2023,CB,cb,100,0,1,Final_StandardName
Kevin Coleman Jr.,2022,Jackson State,202200054,kevin-coleman-jr-1,Kevin Coleman Jr.,Louisville,2023,WR,wr,100,0,1,Final_StandardName
Myles Rowser,2022,Campbell,202200232,myles-rowser-1,Myles Rowser,New Mexico State,2023,S,s,100,0,1,Final_StandardName
Phaizon Wilson,2022,Grambling State,202200414,phaizon-wilson-1,Phaizon Wilson,Akron,2023,WR,wr,100,0,1,Final_StandardName
Cooper Barkate,2022,Harvard,202200440,cooper-barkate-1,Cooper Barkate,Duke,2025,WR,ath,100,0,3,Final_StandardName
AJ Johnson,2022,Gardner-Webb,202200564,aj-johnson-7,AJ Johnson,UAB,2025,WR,wr,100,0,3,Final_StandardName
Jordan Williams,2022,Uncommitted,202200760,jordyn-williams-2,Jordyn Williams,Central Michigan,2022,WR,wr,93,0,0,Final_StandardName
Tommy Winton III,2022,East Tennessee State,202200787,tommy-winton-iii-1,Tommy Winton III,Tennessee,2024,WR,ath,100,0,2,Final_StandardName
Tayvion Beasley,2022,Jackson State,202200812,tayvion-beasley-1,Tayvion Beasley,San Diego State,2023,CB,cb,100,0,1,Final_StandardName
Quincy Craig,2022,Portland State,202200990,quincy-craig-1,Quincy Craig,Arizona,2025,RB,rb,100,0,3,Final_StandardName
Avery Powell,2022,Holy Cross,202201053,avery-powell-1,Avery Powell,Temple,2025,CB,cb,100,0,3,Final_StandardName
Demarcus Lacey,2022,North Alabama,202201226,demarcus-lacey-1,Demarcus Lacey,Jacksonville State,2024,WR,ath,100,0,2,Final_StandardName
Kaden Martin,2022,Uncommitted,202201311,kaden-martin-1,Kaden Martin,Middle Tennessee State,2025,QB,qb,100,0,3,Final_StandardName
Paul Hutson III,2022,Campbell,202201338,paul-hutson-iii-1,Paul Hutson III,Marshall,2025,DL,dl,100,0,3,Final_StandardName
Ezekiel Larry,2022,Yale,202201371,ezekiel-larry-1,Ezekiel Larry,San Diego State,2024,DL,edge,100,0,2,Final_StandardName
Braylon Stewart,2022,Uncommitted,202201444,braylon-stewart-1,Braylon Stewart,New Mexico State,2022,RB,rb,100,0,0,Final_StandardName
Damon Williams,2022,Uncommitted,202201469,damon-williamson-1,Damon Williamson,Arizona State,2022,DB,ath,93,0,0,Final_StandardName
BJ Blake,2022,Uncommitted,202201517,bj-blake-1,BJ Blake,Louisiana Tech,2024,DB,cb,100,0,2,Final_StandardName
David Oke,2022,Abilene Christian,202201669,david-oke-1,David Oke,Arkansas,2025,DL,edge,100,0,3,Final_StandardName
Travion Barnes,2022,Uncommitted,202201677,travion-barnes-1,Travion Barnes,Florida International,2024,LB,lb,100,0,2,Final_StandardName
Chance Williams,2022,Grambling State,202201773,chance-williams-1,Chance Williams,Cincinnati,2024,RB,rb,100,0,2,Final_StandardName
Marcus Vinson,2022,Uncommitted,202201808,marcus-vinson-1,Marcus Vinson,UTEP,2023,TE,te,100,0,1,Final_StandardName
Angel Flores,2022,Northern Arizona,202201882,angel-flores-1,Angel Flores,Central Michigan,2025,QB,qb,100,0,3,Final_StandardName
Jordy Lowery,2022,Western Carolina,202201916,jordy-lowery-1,Jordy Lowery,East Carolina,2025,CB,cb,100,0,3,Final_StandardName
Mackavelli Malotumau,2022,Utah Tech,202201971,mackavelli-malotumau-1,Mackavelli Malotumau,Nevada,2023,DL,dl,100,0,1,Final_StandardName
K'Von Sherman,2022,Uncommitted,202202192,kvon-sherman-1,K'Von Sherman,Toledo,2024,LB,lb,100,0,2,Final_StandardName
Anthony White,2023,Uncommitted,202300805,anthony-white-4,Anthony White,Texas Tech,2023,DB,ath,100,0,0,Final_StandardName
Chris Gee,2023,Colgate,202301271,chris-gee-1,Chris Gee,Akron,2025,RB,rb,100,0,2,Final_StandardName
La'Modrick Spencer,2023,Uncommitted,202301340,lamodrick-spencer-1,La'Modrick Spencer,SMU,2025,CB,cb,100,0,2,Final_StandardName
Isaiah Spencer,2023,Jackson State,202301391,isaiah-spencer-3,Isaiah Spencer,Virginia Tech,2025,WR,wr,100,0,2,Final_StandardName
Marquez Taylor,2023,Austin Peay,202301481,marquez-taylor-1,Marquez Taylor,UTEP,2024,RB,ath,100,0,1,Final_StandardName
Jaden McKinney,2023,Austin Peay,202301530,jaden-mckinney-1,Jaden McKinney,Southern Mississippi,2025,DL,dl,100,0,2,Final_StandardName
Tre Richardson,2023,Uncommitted,202301584,tre-richardson-1,Tre Richardson,Vanderbilt,2025,WR,ath,100,0,2,Final_StandardName
Iverson Young,2023,Montana,202301611,iverson-young-1,Iverson Young,Missouri State,2025,RB,rb,100,0,2,Final_StandardName
Kennon Loftin,2023,Uncommitted,202301700,kennon-loftin-1,Kennon Loftin,Western Kentucky,2025,LB,lb,100,0,2,Final_StandardName
Carson Conklin,2023,Sacramento State,202301718,carson-conklin-1,Carson Conklin,Fresno State,2025,QB,qb,100,0,2,Final_StandardName
Michael Montgomery,2023,Portland State,202301841,michael-montgomery-1,Michael Montgomery,Southern Mississippi,2025,LB,lb,100,0,2,Final_StandardName
Alan Young,2023,Uncommitted,202301903,alan-young-2,Alan Young,Middle Tennessee State,2024,DB,cb,100,0,1,Final_StandardName
Jamond Mathis,2023,Southern Illinois,202301981,jamond-mathis-1,Jamond Mathis,Kent State,2025,DE,edge,100,0,2,Final_StandardName
Jacob Jones,2023,Grambling State,202302000,jacob-jones-2,Jacob Jones,South Alabama,2024,QB,qb,100,0,1,Final_StandardName
D'Mariun Perteet,2023,Uncommitted,202302001,dmariun-perteet-1,D’Mariun Perteet,Coastal Carolina,2025,RB,rb,100,0,2,Final_StandardName
Aidan Warner,2023,Yale,202302014,aidan-warner-1,Aidan Warner,Florida,2024,QB,qb,100,0,1,Final_StandardName
Jaylen Moson,2023,Furman,202302064,jaylen-moson-1,Jaylen Moson,Utah,2025,CB,cb,100,0,2,Final_StandardName
Ray Coney,2023,East Tennessee State,202302078,ray-coney-1,Ray Coney,Tulsa,2025,LB,lb,100,0,2,Final_StandardName
Aiden Valdez,2023,Campbell,202302229,aiden-valdez-1,Aiden Valdez,New Mexico,2025,TE,te,100,0,2,Final_StandardName
Michael Petro,2023,Uncommitted,202302273,michael-petro-1,Michael Petro,UTSA,2023,K,k,100,0,0,Final_StandardName
Scooter Jackson,2023,Utah Tech,202302274,scooter-jackson-1,Scooter Jackson,UCLA,2025,DB,cb,100,0,2,Final_StandardName
Beau Baker,2024,South Dakota State,202400362,beau-baker-1,Beau Baker,Washington State,2025,TE,te,100,0,1,Final_StandardName
Keenan Phillips,2024,Uncommitted,202401211,keenan-phillips-1,Keenan Phillips,South Alabama,2025,RB,rb,100,0,1,Final_StandardName
Jordan Washington,2024,Murray State,202401239,jordan-washington-4,Jordan Washington,Washington,2024,RB,rb,100,0,0,Final_StandardName
Edwin Moore Jr.,2024,Western Carolina,202401446,edwin-moore-jr-1,Edwin Moore Jr.,Maryland,2025,DL,dl,100,0,1,Final_StandardName
Korey Smith,2024,Uncommitted,202401537,korey-smith-3,Korey Smith,Middle Tennessee State,2024,LB,lb,100,0,0,Final_StandardName
Jordan White,2024,Uncommitted,202401623,jordan-white-7,Jordan White,Georgia,2024,TE,te,100,0,0,Final_StandardName
Trey Ridley,2024,South Dakota State,202401801,trey-ridley-1,Trey Ridley,Washington State,2025,S,s,100,0,1,Final_StandardName
Jeremy Cook Jr.,2024,Jackson State,202401810,jeremy-cook-jr-1,Jeremy Cook Jr.,Oklahoma State,2025,S,s,100,0,1,Final_StandardName
Cameron Mitchell,2024,Uncommitted,202401924,cameron-mitchell-4,Cameron Mitchell,Utah,2024,WR,wr,100,0,0,Final_StandardName
Jacob Henry,2024,Uncommitted,202401946,jacob-henry-2,Jacob Henry,Oklahoma,2025,DL,dl,100,0,1,Final_StandardName
Kaleb Coleman,2024,East Texas A&M,202401982,kaleb-coleman-1,Kaleb Coleman,Louisiana Tech,2025,DL,edge,100,0,1,Final_StandardName
Jerrian Parker Jr.,2024,Southern Illinois,202401990,jerrian-parker-1,Jerrian Parker,Sam Houston,2025,RB,rb,90,0,1,Final_StandardName
Trey Coleman,2024,Uncommitted,202402104,trey-coleman-2,Trey Coleman,Utah,2024,K,k,100,0,0,Final_StandardName
Preston Wolfe,2024,Indiana State,202402263,preston-wolfe-1,Preston Wolfe,Ohio State,2025,WR,ath,100,0,1,Final_StandardName
Elijah Brown,2024,Uncommitted,202402268,elijah-brown-6,Elijah Brown,Colorado State,2025,DB,cb,100,0,1,Final_StandardName
Justice Spann,2024,Uncommitted,202402491,justice-spann-1,Justice Spann,Arizona State,2024,WR,wr,100,0,0,Final_StandardName
Anthony Rezac,2024,Uncommitted,202402513,anthony-rezac-1,Anthony Rezac,Notre Dame,2024,QB,qb,100,0,0,Final_StandardName
D'avion Coffee,2024,Uncommitted,202402539,davion-coffee-1,Davion Coffee,Buffalo,2025,DB,ath,100,0,1,Final_StandardName
Josh Anglin,2024,North Alabama,202402544,josh-anglin-1,Josh Anglin,Tulsa,2025,LB,lb,100,0,1,Final_StandardName
Tyler Day,2024,Uncommitted,202402689,tyler-day-1,Tyler Day,Rice,2024,LB,lb,100,0,0,Final_StandardName
Maxwell Woods,2024,South Dakota State,202402732,maxwell-woods-1,Maxwell Woods,Washington State,2025,RB,rb,100,0,1,Final_StandardName
Dominic Ingrassia,2024,Uncommitted,202402882,dominic-ingrassia-1,Dominic Ingrassia,California,2025,QB,qb,100,0,1,Final_StandardName
Jack Stupin,2024,Uncommitted,202402885,jack-stupin-1,Jack Stupin,USC,2024,QB,qb,100,0,0,Final_StandardName
Oscar Trevino,2024,Uncommitted,202403002,oscar-trevino-1,Oscar Trevino,Nevada-Las Vegas,2024,DL,edge,100,0,0,Final_StandardName
Jackson King,2024,Uncommitted,202403015,jackson-king-1,Jackson King,Air Force,2025,QB,qb,100,0,1,Final_StandardName
Aaron Ball,2024,Uncommitted,202403021,aaron-ball-2,Aaron Ball,Illinois,2024,RB,rb,100,0,0,Final_StandardName
Shawn Irwin,2024,Uncommitted,202403050,shawn-irwin-1,Shawn Irwin,Rice,2024,WR,wr,100,0,0,Final_StandardName
Eli Johnson,2024,Southern Oregon,202403089,elias-johnson-2,Elias Johnson,Maryland,2025,RB,ath,91,0,1,Final_StandardName
Navi Bruzon,2024,Uncommitted,202403103,navi-bruzon-1,Navi Bruzon,Arizona State,2024,QB,qb,100,0,0,Final_StandardName
Jacob Pruitt,2024,Uncommitted,202403128,jacob-pruitt-1,Jacob Pruitt,Oregon,2024,DB,ath,100,0,0,Final_StandardName
Jalen Johnson,2024,Ferris State,202403148,javen-johnson-1,Javen Johnson,Coastal Carolina,2025,DL,ath,92,0,1,Final_StandardName
Elijah Porter,2024,Uncommitted,202403199,elijah-porter-1,Elijah Porter,Northern Illinois,2024,RB,rb,100,0,0,Final_StandardName
Anthony Palano,2024,South Dakota State,202403202,anthony-palano-1,Anthony Palano,Washington State,2025,LB,lb,100,0,1,Final_StandardName
Diezel Kamoku,2024,Uncommitted,202403224,diezel-kamoku-1,Diezel Kamoku,Utah,2024,WR,wr,100,0,0,Final_StandardName
Blayne Sisson,2024,Uncommitted,202403235,blayne-sisson-1,Blayne Sisson,Illinois,2024,DB,ath,100,0,0,Final_StandardName
Braylen Hall,2024,Western Colorado,202403274,brayden-hall-1,Brayden Hall,Coastal Carolina,2024,DB,ath,91,0,0,Final_StandardName
Collin Fasse,2024,Portland State,202403276,collin-fasse-1,Collin Fasse,USC,2024,WR,wr,100,0,0,Final_StandardName
Trace Hernandez,2024,Uncommitted,202403319,trace-hernandez-1,Trace Hernandez,San Jose State,2025,WR,wr,100,0,1,Final_StandardName
Paxon Kettering,2024,Uncommitted,202403366,paxon-kettering-1,Paxon Kettering,Duke,2024,WR,wr,100,0,0,Final_StandardName
Gavin Correia,2024,Uncommitted,202403441,gavin-correia-1,Gavin Correia,Fresno State,2025,TE,te,100,0,1,Final_StandardName
Troy Grizzle,2024,Uncommitted,202403558,troy-grizzle-1,Troy Grizzle,Boise State,2024,DE,edge,100,0,0,Final_StandardName
Devon Oliver,2025,Yale,202500911,devon-oliver-1,Devon Oliver,Rice,2025,DL,dl,100,0,0,Final_StandardName
AJ Johnson,2025,Eastern Kentucky,202501185,aj-johnson-7,AJ Johnson,UAB,2025,WR,wr,100,0,0,Final_StandardName
Brooklen Davis,2025,Uncommitted,202501901,brooklen-davis-1,Brooklen Davis,Middle Tennessee State,2025,RB,rb,100,0,0,Final_StandardName
Ezekiel Castex,2025,Uncommitted,202502068,ezekiel-castex-1,Ezekiel Castex,Kent State,2025,DB,ath,100,0,0,Final_StandardName
Braxton Jennings,2025,Uncommitted,202502170,braxton-jennings-1,Braxton Jennings,Louisville,2025,RB,rb,100,0,0,Final_StandardName
Jaden Barnes,2025,North Alabama,202502514,jaden-barnes-1,Jaden Barnes,Appalachian State,2025,WR,wr,100,0,0,Final_StandardName
Draiden Trudeau,2025,Uncommitted,202502662,draiden-trudeau-1,Draiden Trudeau,San Diego State,2025,QB,qb,100,0,0,Final_StandardName
Jaylen Johnson,2025,Uncommitted,202502745,jaylon-johnson-3,Jaylon Johnson,Charlotte,2025,DL,ath,92,0,0,Final_StandardName
Owen Simpson,2025,Uncommitted,202502957,owen-simpson-1,Owen Simpson,UAB,2025,K,k,100,0,0,Final_StandardName
Jered Rennick,2025,Uncommitted,202503035,jered-rennick-1,Jered Rennick,New Mexico,2025,WR,ath,100,0,0,Final_StandardName
Tyler Lewis,2025,Uncommitted,202503182,tyler-lewis-1,Tyler Lewis,Colorado State,2025,QB,qb,100,0,0,Final_StandardName
Myles Mitchell,2025,North Dakota State,202503258,miles-mitchell-1,Miles Mitchell,Purdue,2025,DL,ath,92,0,0,Final_StandardName
Trey Peters,2025,Uncommitted,202503460,trey-peters-1,Trey Peters,Illinois,2025,TE,te,100,0,0,Final_StandardName
Broden Molen,2025,Uncommitted,202503500,broden-molen-1,Broden Molen,Arizona,2025,LS,ls,100,0,0,Final_StandardName
Chase Dawkins,2025,Uncommitted,202503605,chase-dawkins-1,Chase Dawkins,Western Michigan,2025,RB,rb,100,0,0,Final_StandardName
